"Keep your eyes open for our special Back to School items and save A LOT!","¡Mantenga sus ojos abiertos para nuestras ofertas especiales en artículos De Vuelta a la Escuela y ahorre MUCHO!"
"Dear %s","Estimado %s"
"Log In","Acceder"
"My Account","Mi cuenta"
"Thank You,","Gracias,"
"Thank you very much!","¡Muchas gracias!"
